ID_CLIENT,CODE_CLIENT,CIN_MF,TYPE_PERSONNE,NOM,PRENOM,ADRESSE,CODE_POSTAL,VILLE,SEXE,DATE_NAISSANCE,NATP,EMAIL
24144,14307966,95242832,p,Ben Ali,Tarek,61 Rue de la Liberté,5000,Monastir,M,1973-05-08,C,tarek54@gmail.com
24145,40798336,86125559,P,Nefzi,Tarek,175 Rue El Jazira,4000,Sousse,M,1975-09-16,C,tarek25@gmail.com
24146,75470624,65236243,P,Chatti,Olfa,154 Rue du 7 Novembre,9000,Beja,M,1975-02-13,R,olfa79@gmail.com
24147,12266453,56849213,P,Aissaoui,Ali,140 Rue Habib Bourguiba,6000,Gabès,M,1990-11-23,R,ali61@gmail.com
24148,MF258648,MF363321,M,fakhfakh,,65 Rue Habib Bourguiba,8100,Jendouba,,,P,
24149,71595453,25680822,P,Nefzi,Ali,91 Rue Habib Bourguiba,6000,Gabès,F,1976-08-25,C,ali42@gmail.com
24150,18090174,20196624,P,Ferchichi,Khaled,188 Rue de la Liberté,2080,Ariana,M,1976-10-08,P,khaled13@gmail.com
24151,20154360,59083005,P,Bouzid,Manel,109 Rue Habib Bourguiba,6100,Siliana,M,1985-01-21,C,manel78@gmail.com
24152,MF172222,MF686294,M,Oueslati,,9 Rue Habib Bourguiba,2100,Gafsa,,,C,21@gmail.com
24153,83920663,28270658,P,Bouzid,Hatem,152 Rue Habib Bourguiba,4100,Médenine,M,1995-04-29,C,
24154,55998807,20559704,  P  ,Hajji,Rania,56 Rue Mohamed V,5100,Mahdia,M,1987-10-26,C,rania56@gmail.com
24155,24051600,19525571,P,Mansouri,Sihem,178 Rue de la Liberté,2080,Ariana,F,1957-12-04,C,
24156,88288386,35577859,P,Hmida,Amel,1 Rue Habib Bourguiba,7000,Bizerte,M,1967-05-28,C,amel26@gmail.com
24157,43876697,57434781,P,Hajji,Sihem,133 Rue Mohamed V,5100,Mahdia,M,1990-04-05,C,sihem5@gmail.com
24158,93790540,86393964,P,Fakhfakh,Wafa,98 Rue Mohamed V,5100,Mahdia,F,1973-01-29,C,wafa98@gmail.com
24159,43386919,10231475,P,Mansouri,Olfa,157 Rue Habib Bourguiba,2100,Gafsa,F,1950-09-18,C,
24160,19307898,93168630,P,Daoud,Sihem,1 Rue de la Liberté,2080,Ariana,F,1974-12-20,P,sihem85@gmail.com
24161,47873193,59320491,P,Belhaj,Slim,53 Rue du 7 Novembre,2200,Tozeur,M,1969-10-18,C,slim66@gmail.com
24162,56626829,15053869,P,Zouari,Soumaya,50 Rue Habib Bourguiba,5100,Mahdia,F,1992-01-04,R,
24163,45349020,39941081,  P  ,Chatti,Ali,20 Rue Habib Bourguiba,8100,Jendouba,M,1997-02-23,S,ali85@gmail.com
24164,93610506,37667551,P,Nefzi,Hatem,39 Rue Mohamed V,1200,Kasserine,M,1974-07-17,C,hatem5@gmail.com
24165,14436431,46111151,P,Oueslati,Mohamed,30 Rue Habib Bourguiba,2013,Ben Arous,F,1982-02-07,C,
24166,MF244657,MF735428,M,Hamrouni,,90 Rue Mohamed V,2080,Ariana,,,R,
24167,48609305,69548938,P,Mansouri,Khaled,76 Rue de la Liberté,9000,Beja,M,1988-07-09,C,khaled57@gmail.com
24168,95683854,12717388,P,Gharbi,Ali,122 Rue de la Liberté,2080,Ariana,M,1979-08-28,C,ali67@gmail.com
24169,78338790,92584617,P,Bouzid,Bilel,187 Rue Habib Bourguiba,1000,Tunis,M,1957-02-27,C,bilel10@gmail.com
24170,96964732,53137689,P,Hamrouni,,173 Rue Habib Bourguiba,8100,Jendouba,M,1984-06-05,C,mohamed59@gmail.com
24171,MF975491,MF721087,  M  ,Bouzid,,3 Rue Mohamed V,9000,Beja,,,C,11@gmail.com
24172,MF337061,MF254857,M,Mansouri,,29 Rue de la Liberté,8100,Jendouba,,,C,
24173,MF401040,MF712761,M,Tlili,,68 Rue El Jazira,1000,Tunis,,,C,
24174,45589560,15359065,P,Abidi,Sihem,195 Rue Mohamed V,1000,Tunis,F,1964-02-27,C,sihem36@gmail.com
24175,75353027,55761255,P,Kouki,Hedi,145 Rue Mohamed V,4100,Médenine,M,1963-02-10,P,hedi48@gmail.com
24176,25449162,48698146,P,Mzoughi,Soumaya,12 Rue du 7 Novembre,5100,Mahdia,F,1956-07-02,C,soumaya18@gmail.com
24177,63189320,10503759,P,Hajji,Emna,166 Rue du 7 Novembre,5000,Monastir,M,1960-10-12,R,
24178,MF794051,MF729641,M,Abidi,,27 Rue El Jazira,9000,Beja,,,P,18@gmail.com
24179,48368358,38098962,P,Oueslati,Lobna,20 Rue Mohamed V,1000,Tunis,M,1950-04-04,C,lobna69@gmail.com
24180,83855909,97673931,P,Ferchichi,Mohamed,122 Rue du 7 Novembre,7000,,M,1976-09-28,R,mohamed61@gmail.com
24181,34550123,86980460,P,Gharbi,Lobna,146 Rue Mohamed V,6100,Siliana,M,1967-05-21,S,
24182,29185868,58190141,P,Mzoughi,Lobna,76 Rue Habib Bourguiba,1000,Tunis,M,1997-12-10,R,
24183,63841225,50414324,P,Chebbi,Khaled,35 Rue de la Liberté,8050,Hammamet,M,1960-05-18,C,khaled2@gmail.com
24184,MF793624,MF871575,M,Hamdi,,148 Rue El Jazira,7000,Bizerte,,,C,
24185,MF581537,MF605272,M,Gharbi,,105 Rue du 7 Novembre,6100,  Siliana  ,,,R,86@gmail.com
24186,24615021,86611590,P,Ferchichi,Olfa,51 Rue du 7 Novembre,7000,Bizerte,F,1963-01-01,C,olfa30@gmail.com
24187,72157382,35521329,P,Kouki,Wafa,200 Rue El Jazira,1200,Kasserine,M,1962-12-01,C,wafa60@gmail.com
24188,17080770,26745829,P,Kilani,Khaled,200 Rue El Jazira,5100,Mahdia,M,1962-01-20,C,
24189,49125659,10672388,P,Mansouri,Wafa,4 Rue Mohamed V,1200,Kasserine,M,1956-06-11,C,
24190,MF517771,MF532375,M,Gharbi,,142 Rue Habib Bourguiba,5100,Mahdia,,,C,
24191,98237571,82699089,P,Ben Ali,Bilel,70 Rue Mohamed V,7000,Bizerte,M,1985-08-04,C,bilel20@gmail.com
24192,MF113416,MF404716,M,Karray,,198 Rue El Jazira,7000,Bizerte,,,P,
24193,15813547,51239099,P,Nefzi,Mohamed,195 Rue du 7 Novembre,4000,Sousse,F,1982-10-21,R,mohamed41@gmail.com
24194,22767699,23468900,P,Fakhfakh,Hatem,174 Rue du 7 Novembre,5100,Mahdia,F,1979-11-22,P,hatem30@gmail.com
24195,MF416401,MF458949,M,Tlili,,88 Rue du 7 Novembre,8100,Jendouba,,,C,90@gmail.com
24196,MF310693,MF295332,M,Kouki,,10 Rue El Jazira,4000,Sousse,,,C,69@gmail.com
24197,54965609,73887226,P,Bensalah,Lobna,54 Rue du 7 Novembre,9000,Beja,F,1982-09-02,C,
24198,76000461,90476570,P,Mzoughi,Sihem,82 Rue du 7 Novembre,8050,Hammamet,M,1968-09-06,P,sihem20@gmail.com
24199,MF168015,MF610187,  M  ,Chatti,,41 Rue de la Liberté,2100,Gafsa,,,P,
24200,87768610,82818738,P,Fakhfakh,Lobna,127 Rue de la Liberté,2100,Gafsa,M,1950-11-03,C,
24201,19296966,48989955,P,Ayari,Wafa,10 Rue de la Liberté,3100,Kairouan,M,1962-06-27,C,wafa43@gmail.com
24202,41565405,31217620,P,Daoud,Mohamed,125 Rue du 7 Novembre,3000,Sfax,M,1994-10-09,R,mohamed84@gmail.com
24203,97366296,73736924,P,Mzoughi,Emna,117 Rue du 7 Novembre,8050,Hammamet,M,1972-09-21,C,emna27@gmail.com
24204,99444621,30417868,,Belhaj,Soumaya,163 Rue El Jazira,8050,Hammamet,M,1998-02-14,P,soumaya78@gmail.com
24205,MF550874,MF686608,M,Mansouri,,59 Rue du 7 Novembre,3000,Sfax,,,C,47@gmail.com
24206,MF515520,MF708919,M,Romdhane,,146 Rue de la Liberté,9000,Beja,,,P,74@gmail.com
24207,MF205377,MF483547,M,Bensalah,,150 Rue Habib Bourguiba,7000,Bizerte,,,C,
24208,17910532,36257050,P,Belhaj,Rania,34 Rue Mohamed V,3100,Kairouan,F,1999-11-12,C,
24209,15184979,79327545,P,Ayari,HATEM,162 Rue El Jazira,2080,Ariana,M,1974-02-04,C,hatem56@gmail.com
24210,67333335,40131987,P,Zouari,Hedi,15 Rue du 7 Novembre,4100,Médenine,M,1972-05-28,C,
24211,38112089,33224039,P,Nefzi,  Sihem  ,6 Rue du 7 Novembre,2100,Gafsa,M,1966-04-16,C,
24212,MF187735,MF919214,M,Daoud,,35 Rue El Jazira,4000,  Sousse  ,,,S,27@gmail.com
24213,MF756869,MF208264,M,Nefzi,,31 Rue El Jazira,8000,Nabeul,,,C,
24214,MF929987,MF705194,M,Ferchichi,,161 Rue du 7 Novembre,2013,Ben Arous,,,C,
24215,34316704,66210526,P,Hamdi,Rania,73 Rue Mohamed V,8000,Nabeul,F,1966-05-24,C,rania64@gmail.com
24216,28460655,50340234,P,Ferchichi,Amel,24 Rue du 7 Novembre,1200,Kasserine,M,1957-05-25,S,
24217,46865626,94222036,P,Fakhfakh,Houssem,5 Rue El Jazira,2080,Ariana,M,1959-03-08,C,
24218,45167843,64475261,P,Mansouri,Lobna,88 Rue du 7 Novembre,2013,Ben Arous,F,1964-05-24,R,lobna62@gmail.com
24219,70926230,16330148,P,Mzoughi,Rania,55 Rue El Jazira,3100,Kairouan,F,1974-06-15,P,rania3@gmail.com
24220,MF739111,MF777399,M,Belhaj,,45 Rue El Jazira,5100,Mahdia,,,C,10@gmail.com
24221,MF330368,MF242870,M,Hmida,,72 Rue El Jazira,5100,Mahdia,,,C,76@gmail.com
24222,13407861,76132713,P,Hajji,Fatma,93 Rue de la Liberté,1000,Tunis,F,1975-11-16,P,fatma19@gmail.com
24223,19303928,69181039,P,Kilani,Tarek,104 Rue du 7 Novembre,9000,Beja,M,1953-04-02,C,tarek5@gmail.com
24224,86851025,43681845,P,Bensalah,Khaled,81 Rue de la Liberté,3100,Kairouan,F,1964-09-30,C,khaled71@gmail.com
24225,78503469,30181520,P,Ben Ali,Mariem,119 Rue du 7 Novembre,1200,Kasserine,F,1987-09-23,C,mariem90@gmail.com
24226,92709183,41781892,P,Zouari,Tarek,112 Rue Mohamed V,3000,Sfax,F,1953-09-24,C,tarek52@gmail.com
24227,48125971,40798840,P,Hamdi,Sami,108 Rue Mohamed V,3000,Sfax,F,1961-02-14,P,sami80@gmail.com
24228,22574460,77090502,P,Belhaj,Mariem,34 Rue du 7 Novembre,2013,Ben Arous,M,1986-09-17,P,mariem23@gmail.com
24229,79477567,47394649,P,,Karim,27 Rue Mohamed V,3100,Kairouan,F,1985-10-02,C,
24230,60427336,64864772,P,Hamdi,  Hatem  ,58 Rue du 7 Novembre,9000,Beja,M,1970-07-02,C,
24231,58166546,78192884,P,Romdhane,Tarek,175 Rue Mohamed V,2100,Gafsa,F,1995-08-10,C,tarek13@gmail.com
24232,78767349,25553273,P,Hajji,Houssem,110 Rue de la Liberté,3000,,M,1999-07-21,S,houssem1@gmail.com
24233,86634157,31299881,P,Hamdi,Slim,3 Rue El Jazira,6100,Siliana,M,1968-01-15,C,slim81@gmail.com
24234,81694659,76895613,P,Kouki,Khaled,40 Rue Mohamed V,2100,Gafsa,F,1972-12-05,P,khaled28@gmail.com
24235,MF771655,MF626740,M,Hamdi,,177 Rue Habib Bourguiba,2013,Ben Arous,,,C,62@gmail.com
24236,81742083,18517609,P,,Walid,55 Rue El Jazira,8050,Hammamet,M,1955-02-24,C,
24237,66328508,86308834,P,Ben Salah,Tarek,61 Rue du 7 Novembre,2013,Ben Arous,F,1994-11-16,C,tarek60@gmail.com
24238,MF248628,MF318854,M,Zouari,,45 Rue de la Liberté,2070,La Marsa,,,C,50@gmail.com
24239,31134009,16923019,P,Tlili,Tarek,24 Rue El Jazira,6100,Siliana,M,1979-12-17,C,tarek46@gmail.com
24240,56343456,51801588,P,Jebali,Lobna,81 Rue Habib Bourguiba,5000,Monastir,M,1999-11-02,C,lobna8@gmail.com
24241,40326288,39765843,P,Bouzid,Ines,53 Rue de la Liberté,2200,Tozeur,M,1983-03-05,C,ines1@gmail.com
24242,34233968,29015428,P,Trabelsi,Manel,47 Rue Habib Bourguiba,3100,Kairouan,M,1968-10-14,C,
24243,94300582,16068216,P,Hamdi,Ali,71 Rue Mohamed V,8100,Jendouba,F,1982-11-16,C,ali24@gmail.com
24244,13567527,81038572,P,Ferchichi,Fatma,113 Rue Mohamed V,7000,Bizerte,M,1997-12-28,C,
24245,MF722323,MF257626,M,KOUKI,,189 Rue du 7 Novembre,1200,Kasserine,,,C,44@gmail.com
24246,69719821,60516148,P,Bouzid,Sami,2 Rue de la Liberté,6000,Gabès,F,1953-08-06,C,sami80@gmail.com
24247,MF715084,MF810902,M,Ferchichi,,196 Rue du 7 Novembre,8000,Nabeul,,,C,
24248,16126442,91089142,P,Oueslati,Soumaya,178 Rue Habib Bourguiba,2013,,M,1953-03-17,R,
24249,76441871,55526762,P,Hamdi,Mohamed,131 Rue Habib Bourguiba,9000,Beja,F,1955-02-15,C,mohamed67@gmail.com
24250,54083002,74584894,P,Karray,SOUMAYA,199 Rue Habib Bourguiba,8000,Nabeul,M,1964-10-03,C,
24251,27810741,56852467,P,Bensalah,Manel,98 Rue de la Liberté,5100,Mahdia,F,1969-06-04,C,manel25@gmail.com
24252,46400558,32466349,P,  Romdhane  ,,165 Rue de la Liberté,5000,monastir,M,1961-03-02,R,
24253,56427197,24503094,P,Daoud,Ines,143 Rue Habib Bourguiba,7000,Bizerte,F,1974-10-04,C,ines9@gmail.com
24254,MF973448,MF793514,M,Trabelsi,,151 Rue Habib Bourguiba,1200,Kasserine,,,C,
24255,15618948,14893956,P,Kilani,Nadia,30 Rue Habib Bourguiba,3100,Kairouan,M,1986-06-04,C,nadia64@gmail.com
24256,74065654,94353033,  P  ,Ben Salah,Mariem,76 Rue du 7 Novembre,5000,Monastir,F,1992-06-03,C,mariem83@gmail.com
24257,20458771,55507374,P,Fakhfakh,Olfa,123 Rue El Jazira,7000,Bizerte,M,1953-04-23,C,olfa14@gmail.com
24258,23855060,87588729,P,Ben Salah,Mariem,25 Rue El Jazira,2100,Gafsa,M,1998-12-14,C,
24259,MF505283,MF937144,M,Hajji,,107 Rue du 7 Novembre,6000,Gabès,,,R,58@gmail.com
24260,52329764,82446901,P,Kouki,Tarek,172 Rue Mohamed V,3000,Sfax,M,1974-07-09,R,tarek74@gmail.com
24261,34682454,64523854,P,Ayari,Rania,79 Rue Habib Bourguiba,6100,Siliana,M,1994-06-29,C,
24262,66435968,18067099,P,Kilani,Ines,53 Rue du 7 Novembre,7000,Bizerte,F,1973-08-17,C,ines62@gmail.com
24263,90941486,68819504,P,Trabelsi,Sami,109 Rue Habib Bourguiba,3000,Sfax,F,1981-10-24,C,sami9@gmail.com
24264,24639594,67833928,P,Ayari,Walid,178 Rue Mohamed V,2080,Ariana,F,1982-02-03,C,walid87@gmail.com
24265,MF860457,MF901007,M,Daoud,,188 Rue de la Liberté,6000,Gabès,,,C,18@gmail.com
24266,37246026,51147665,P,Mzoughi,Karim,138 Rue El Jazira,5000,Monastir,M,1954-08-10,C,karim61@gmail.com
24267,81974158,36804379,P,Chatti,Hedi,50 Rue de la Liberté,2100,Gafsa,F,1967-09-16,R,hedi92@gmail.com
24268,87158423,82595238,P,Chatti,Mariem,168 Rue El Jazira,4000,Sousse,M,1950-10-31,C,mariem94@gmail.com
24269,MF950238,MF835058,M,chebbi,,86 Rue du 7 Novembre,1000,Tunis,,,C,
24270,19781742,14155917,P,Abidi,Sihem,76 Rue Habib Bourguiba,2200,Tozeur,F,1979-06-13,P,sihem17@gmail.com
24271,16544770,27098380,P,Hmida,Tarek,132 Rue du 7 Novembre,8050,Hammamet,F,1984-07-08,C,
24272,13830846,40321997,P,  Trabelsi  ,Emna,7 Rue Mohamed V,3000,Sfax,M,1973-04-22,R,
24273,84377465,36983028,P,Nefzi,Olfa,7 Rue de la Liberté,8100,Jendouba,F,1981-12-03,C,olfa7@gmail.com
24274,MF296911,MF505214,M,Tlili,,33 Rue de la Liberté,1000,Tunis,,,C,41@gmail.com
24275,22055780,74147451,P,Hamrouni,Manel,181 Rue du 7 Novembre,8000,Nabeul,F,1967-11-03,C,manel21@gmail.com
24276,96600683,37469544,P,Kouki,Houssem,168 Rue de la Liberté,1200,Kasserine,F,1957-01-02,C,
24277,98324270,17224000,P,Ferchichi,Emna,19 Rue Mohamed V,2013,Ben Arous,M,1985-08-11,C,emna97@gmail.com
24278,48633138,20459765,P,Chatti,Sami,49 Rue Mohamed V,8050,Hammamet,M,1953-01-24,C,
24279,61403132,87654158,P,Oueslati,Hatem,9 Rue du 7 Novembre,2080,Ariana,F,1964-06-28,P,hatem96@gmail.com
24280,37914244,59987051,P,Kilani,Mariem,69 Rue Habib Bourguiba,2070,  La Marsa  ,F,1950-10-08,C,mariem78@gmail.com
24281,69231525,25996529,P,Fakhfakh,Mohamed,104 Rue Habib Bourguiba,6000,Gabès,F,1954-01-19,R,
24282,13947146,44987446,P,,Fatma,12 Rue de la Liberté,7000,Bizerte,F,1979-09-21,C,fatma68@gmail.com
24283,95694313,99583991,P,Gharbi,Ali,25 Rue Mohamed V,9000,Beja,F,1959-08-25,C,ali73@gmail.com
24284,MF825557,MF869212,M,Ben Ali,,117 Rue Mohamed V,8000,Nabeul,,,C,10@gmail.com
24285,19887615,96739627,P,Daoud,Manel,128 Rue du 7 Novembre,4100,Médenine,M,1964-04-19,C,manel31@gmail.com
24286,59053706,26472893,P,Gharbi,Ahmed,59 Rue du 7 Novembre,2013,Ben Arous,F,1964-02-03,C,ahmed68@gmail.com
24287,70496176,16780499,P,Belhaj,Karim,44 Rue Habib Bourguiba,8000,Nabeul,F,1991-07-20,P,karim8@gmail.com
24288,64961361,50693183,P,Chatti,Bilel,74 Rue de la Liberté,2070,La Marsa,F,1969-02-11,R,bilel44@gmail.com
24289,46087634,97788990,P,Daoud,Wafa,135 Rue de la Liberté,4000,Sousse,M,1993-03-11,C,wafa90@gmail.com
24290,14898617,10914246,P,Hajji,Hatem,97 Rue Habib Bourguiba,5000,Monastir,F,1990-03-05,C,
24291,69069376,11706413,P,Daoud,Rania,195 Rue El Jazira,3100,Kairouan,M,1994-07-18,C,
24292,65702909,30472017,p,Mansouri,Slim,142 Rue du 7 Novembre,7000,Bizerte,M,1991-09-30,C,slim73@gmail.com
24293,65270103,46595690,P,Karray,Amel,35 Rue El Jazira,5000,Monastir,F,1959-12-04,P,amel9@gmail.com
24294,30420355,47395990,P,Bensalah,Mohamed,154 Rue Habib Bourguiba,8100,Jendouba,M,1993-03-28,P,mohamed8@gmail.com
24295,72517565,67949881,P,Tlili,Slim,46 Rue Habib Bourguiba,4100,Médenine,F,1953-02-17,C,slim35@gmail.com
24296,MF938346,MF168191,M,Abidi,,125 Rue du 7 Novembre,2013,Ben Arous,,,C,
24297,MF937053,MF838997,M,Kouki,,173 Rue El Jazira,8050,Hammamet,,,C,36@gmail.com
24298,94072014,45650562,P,Ben Salah,Houssem,119 Rue du 7 Novembre,8100,  Jendouba  ,M,1957-05-02,S,houssem93@gmail.com
24299,24311629,19317430,P,Ben Salah,Wafa,20 Rue du 7 Novembre,2200,Tozeur,F,1978-03-04,S,wafa94@gmail.com
24300,24965775,64723559,P,Hmida,Rania,47 Rue du 7 Novembre,2080,Ariana,F,1988-02-11,C,
24301,57384854,53467962,P,Mansouri,Rania,100 Rue El Jazira,7000,Bizerte,F,1998-07-20,P,
24302,30348253,95126054,P,Mansouri,Karim,194 Rue de la Liberté,7000,Bizerte,F,1989-06-03,P,karim7@gmail.com
24303,50894901,48555329,P,Ben Salah,Bilel,45 Rue Mohamed V,4000,Sousse,F,1979-05-29,C,bilel16@gmail.com
24304,67849476,39550662,P,Daoud,Ines,123 Rue Habib Bourguiba,2200,tozeur,F,1996-04-08,C,ines14@gmail.com
24305,37031080,23008177,P,,Amel,156 Rue El Jazira,2070,La Marsa,F,1954-10-22,C,
24306,62248832,70874360,P,Bouzid,Ines,67 Rue El Jazira,1000,Tunis,F,1964-07-16,P,
24307,26080416,40585714,P,Hamrouni,Mohamed,50 Rue Habib Bourguiba,6000,Gabès,F,1961-02-13,C,
24308,16305083,96461701,P,Oueslati,Rania,122 Rue El Jazira,3100,Kairouan,M,1957-10-09,R,rania43@gmail.com
24309,MF534129,MF858827,M,Nefzi,,197 Rue Mohamed V,2013,Ben Arous,,,C,
24310,91479267,84685406,P,Oueslati,Karim,199 Rue Mohamed V,8100,Jendouba,F,1969-08-07,C,karim63@gmail.com
24311,23228040,70501122,P,Ferchichi,Hedi,187 Rue de la Liberté,5000,Monastir,F,1978-08-05,C,
24312,MF270072,MF531568,M,Romdhane,,37 Rue Mohamed V,7000,Bizerte,,,P,54@gmail.com
24313,MF483578,MF134737,M,Bouzid,,156 Rue de la Liberté,2070,La Marsa,,,C,
24314,MF534710,MF150579,M,Fakhfakh,,116 Rue El Jazira,4100,Médenine,,,C,
24315,MF193324,MF859257,M,Chatti,,174 Rue de la Liberté,8050,Hammamet,,,C,55@gmail.com
24316,MF399460,MF711797,M,Romdhane,,85 Rue Habib Bourguiba,9000,Beja,,,C,37@gmail.com
24317,77658750,87572726,P,Trabelsi,Wafa,43 Rue de la Liberté,4100,Médenine,F,1981-05-15,C,wafa1@gmail.com
24318,97332762,86244010,P,Hamrouni,Amel,152 Rue de la Liberté,7000,Bizerte,M,1993-02-12,C,
24319,46884709,23666672,p,Jebali,Ali,14 Rue El Jazira,4100,Médenine,M,1966-11-26,S,ali80@gmail.com
24320,12829946,50473177,P,Ben Ali,Wafa,6 Rue Habib Bourguiba,2070,La Marsa,M,1968-11-10,C,wafa7@gmail.com
24321,MF884000,MF682152,  M  ,Fakhfakh,,130 Rue Mohamed V,4100,Médenine,,,C,97@gmail.com
24322,63667136,63162707,P,Aissaoui,Mohamed,10 Rue Habib Bourguiba,3100,Kairouan,M,1956-08-12,C,mohamed71@gmail.com
24323,93552131,48438424,P,Nefzi,Hedi,123 Rue El Jazira,8000,Nabeul,M,1970-10-07,C,
24324,53132350,32211037,P,hajji,Slim,47 Rue de la Liberté,5000,Monastir,M,1995-09-12,R,slim6@gmail.com
24325,49664927,40505399,P,Gharbi,Lobna,38 Rue de la Liberté,1200,Kasserine,M,1973-03-15,C,lobna31@gmail.com
24326,73422531,20816967,P,Hamdi,Mariem,183 Rue Mohamed V,3100,Kairouan,F,1954-05-31,C,
24327,66179763,53847896,P,Mzoughi,Slim,198 Rue de la Liberté,8100,Jendouba,F,1971-07-05,C,slim26@gmail.com
24328,67626527,79457894,P,Tlili,Ali,168 Rue de la Liberté,6100,Siliana,F,1951-02-26,C,
24329,82866761,85772288,P,Hamrouni,Sihem,144 Rue du 7 Novembre,6100,Siliana,F,1975-04-03,C,
24330,35094337,87414954,P,Abidi,Soumaya,88 Rue du 7 Novembre,2013,Ben Arous,F,1972-11-24,P,soumaya30@gmail.com
24331,MF789496,MF926723,M,Zouari,,44 Rue de la Liberté,6000,GABÈS,,,C,
24332,24189303,52389320,P,Oueslati,Tarek,127 Rue El Jazira,8050,Hammamet,M,1980-02-16,R,
24333,38975126,59705119,P,Chebbi,Mariem,83 Rue Mohamed V,4000,Sousse,M,1983-02-13,C,mariem33@gmail.com
24334,MF182136,MF460367,M,Hamdi,,50 Rue Mohamed V,8100,Jendouba,,,C,62@gmail.com
24335,MF771252,MF781397,M,Mzoughi,,101 Rue Mohamed V,1000,Tunis,,,R,53@gmail.com
24336,53150495,37144634,P,Kilani,Lobna,15 Rue de la Liberté,4100,Médenine,F,1974-09-02,C,lobna71@gmail.com
24337,MF463917,MF273183,M,Ayari,,15 Rue Habib Bourguiba,4100,Médenine,,,P,
24338,69449978,14686142,P,Abidi,TAREK,122 Rue Mohamed V,9000,Beja,F,1967-05-10,C,tarek98@gmail.com
24339,51663160,79499006,P,Chebbi,Wafa,9 Rue de la Liberté,3000,Sfax,F,1997-04-26,P,wafa91@gmail.com
24340,31702489,38283026,P,Karray,Walid,36 Rue de la Liberté,8100,Jendouba,M,1951-02-24,C,
24341,82416168,90380067,P,Bouzid,Amel,52 Rue Mohamed V,4000,Sousse,F,1989-03-30,P,amel26@gmail.com
24342,62630125,77164217,P,Belhaj,Tarek,173 Rue Habib Bourguiba,9000,Beja,F,1994-11-21,C,tarek65@gmail.com
24343,46700806,31270360,P,Romdhane,Tarek,9 Rue de la Liberté,2200,Tozeur,F,1979-11-12,C,tarek79@gmail.com
24344,10537211,65157041,P,Zouari,Sihem,86 Rue El Jazira,2080,Ariana,M,1966-10-08,C,sihem49@gmail.com
24345,84509843,67757688,P,Tlili,Houssem,49 Rue Mohamed V,2100,Gafsa,F,1967-09-24,R,houssem93@gmail.com
24346,29473298,46754052,P,Chatti,Walid,59 Rue Habib Bourguiba,5100,,F,1998-06-04,C,
24347,17664236,29964503,P,Oueslati,Sihem,93 Rue de la Liberté,6000,Gabès,F,1985-09-01,C,sihem43@gmail.com
24348,73694575,79205770,P,Chatti,Lobna,88 Rue El Jazira,4000,Sousse,M,1959-02-04,C,lobna68@gmail.com
24349,44235890,36215996,P,Nefzi,Mariem,104 Rue Habib Bourguiba,5000,Monastir,M,1974-03-01,C,mariem81@gmail.com
24350,38675234,30054378,P,Jebali,Mariem,31 Rue Mohamed V,2200,Tozeur,F,1980-06-08,C,mariem52@gmail.com
24351,86632743,62927858,P,Bouzid,Houssem,59 Rue de la Liberté,2070,La Marsa,F,1972-05-31,R,houssem42@gmail.com
24352,87074462,45894307,P,Hajji,Khaled,31 Rue de la Liberté,2080,Ariana,F,1996-02-15,P,
24353,MF548766,MF874824,M,Trabelsi,,180 Rue Habib Bourguiba,4100,Médenine,,,C,62@gmail.com
24354,MF116125,MF405843,M,Trabelsi,,1 Rue Mohamed V,8050,Hammamet,,,C,35@gmail.com
24355,31125796,44034198,,Hmida,Soumaya,197 Rue Mohamed V,2200,Tozeur,F,1975-10-23,C,soumaya94@gmail.com
24356,77068203,30617582,P,Ferchichi,Wafa,144 Rue de la Liberté,8050,Hammamet,M,1996-05-07,P,
24357,58175126,79995812,P,Aissaoui,Soumaya,150 Rue Mohamed V,2080,Ariana,M,1963-05-27,P,soumaya76@gmail.com
24358,82158463,95968668,P,Gharbi,Khaled,146 Rue de la Liberté,2200,Tozeur,F,1984-05-20,P,khaled50@gmail.com
24359,81195869,44513364,P,Kilani,Emna,41 Rue de la Liberté,2013,Ben Arous,F,1981-07-05,C,emna12@gmail.com
24360,MF554481,MF482477,M,Fakhfakh,,65 Rue Habib Bourguiba,8050,Hammamet,,,C,28@gmail.com
24361,MF780929,MF456009,M,Jebali,,161 Rue El Jazira,8050,Hammamet,,,C,
24362,81959305,46622796,P,Chebbi,Bilel,157 Rue du 7 Novembre,1200,Kasserine,F,1968-02-17,R,
24363,90105215,59743645,P,Kouki,Walid,44 Rue El Jazira,5000,Monastir,M,1999-12-09,C,
24364,61937236,44007542,P,Trabelsi,Walid,31 Rue du 7 Novembre,7000,Bizerte,M,1990-01-26,C,walid44@gmail.com
24365,57047770,61269238,P,Tlili,Ali,183 Rue Mohamed V,6100,Siliana,M,1991-01-18,C,ali39@gmail.com
24366,73796967,11443099,P,Ben Salah,,193 Rue El Jazira,5100,  Mahdia  ,M,1995-05-01,C,
24367,47184643,71097904,P,Kouki,Mariem,10 Rue de la Liberté,7000,Bizerte,F,1957-07-21,C,
24368,52269396,15416407,P,Ben Ali,Fatma,197 Rue de la Liberté,2080,Ariana,F,1976-12-31,R,fatma66@gmail.com
24369,37181588,91708691,P,Chatti,Khaled,70 Rue Mohamed V,2100,Gafsa,M,1986-09-09,C,khaled97@gmail.com
